record_id,organism_code,municipality,area,period,account_code,account_class,account_name_as_published,opening_debit_clp,opening_credit_clp,period_debits_clp,period_credits_clp,ending_debit_clp,ending_credit_clp,currency,source_page,source_file,extraction_method,verification_status
MU124-municipal-2026-07-532-12-00-000-000-000,MU124,Municipalidad de La Pintana,municipal,2026-07,532-12-00-000-000-000,5,OTROS GASTOS EN BIENES Y SERVICIOS DE CONSUMO,78937891,0,672134,0,79610025,0,CLP,6,01_balance_comprobacion_saldos_agregado_julio_2026_area_municipal.pdf,pdftotext_layout_regex,estructura_y_totales_reconciliados
MU124-municipal-2026-07-532-14-00-000-000-000,MU124,Municipalidad de La Pintana,municipal,2026-07,532-14-00-000-000-000,5,GASTOS BIENES MUEBLES,14294557,0,145808,0,14440365,0,CLP,6,01_balance_comprobacion_saldos_agregado_julio_2026_area_municipal.pdf,pdftotext_layout_regex,estructura_y_totales_reconciliados
MU124-municipal-2026-07-511-04-00-000-000-000,MU124,Municipalidad de La Pintana,municipal,2026-07,511-04-00-000-000-000,5,OTROS ÍNTEGROS AL FISCO,655608493,0,0,0,655608493,0,CLP,6,01_balance_comprobacion_saldos_agregado_julio_2026_area_municipal.pdf,pdftotext_layout_regex,estructura_y_totales_reconciliados
MU124-municipal-2026-07-521-04-00-000-000-000,MU124,Municipalidad de La Pintana,municipal,2026-07,521-04-00-000-000-000,5,DESAHUCIOS E INDEMNIZACIONES,390878478,0,0,0,390878478,0,CLP,6,01_balance_comprobacion_saldos_agregado_julio_2026_area_municipal.pdf,pdftotext_layout_regex,estructura_y_totales_reconciliados
MU124-municipal-2026-07-541-01-00-000-000-000,MU124,Municipalidad de La Pintana,municipal,2026-07,541-01-00-000-000-000,5,TRANSFERENCIAS CORRIENTES AL SECTOR PRIVADO,481819025,0,187857364,0,669676389,0,CLP,6,01_balance_comprobacion_saldos_agregado_julio_2026_area_municipal.pdf,pdftotext_layout_regex,estructura_y_totales_reconciliados
MU124-municipal-2026-07-541-03-00-000-000-000,MU124,Municipalidad de La Pintana,municipal,2026-07,541-03-00-000-000-000,5,TRANSFERENCIAS CORRIENTES A OTRAS ENTIDADES PÚBLICAS,1301512419,0,14301,0,1301526720,0,CLP,6,01_balance_comprobacion_saldos_agregado_julio_2026_area_municipal.pdf,pdftotext_layout_regex,estructura_y_totales_reconciliados
MU124-municipal-2026-07-561-01-00-000-000-000,MU124,Municipalidad de La Pintana,municipal,2026-07,561-01-00-000-000-000,5,DEVOLUCIONES,39493659,0,562465,0,40056124,0,CLP,6,01_balance_comprobacion_saldos_agregado_julio_2026_area_municipal.pdf,pdftotext_layout_regex,estructura_y_totales_reconciliados
MU124-municipal-2026-07-561-02-00-000-000-000,MU124,Municipalidad de La Pintana,municipal,2026-07,561-02-00-000-000-000,5,COMPENSACIÓN POR DAÑOS A TERCEROS Y/O A LA PROPIEDAD,198545140,0,22234332,0,220779472,0,CLP,6,01_balance_comprobacion_saldos_agregado_julio_2026_area_municipal.pdf,pdftotext_layout_regex,estructura_y_totales_reconciliados
MU124-municipal-2026-07-563-21-00-000-000-000,MU124,Municipalidad de La Pintana,municipal,2026-07,563-21-00-000-000-000,5,DEPRECIACIÓN DE BIENES DE USO,323519093,0,52025009,0,375544102,0,CLP,6,01_balance_comprobacion_saldos_agregado_julio_2026_area_municipal.pdf,pdftotext_layout_regex,estructura_y_totales_reconciliados
MU124-municipal-2026-07-563-99-00-000-000-000,MU124,Municipalidad de La Pintana,municipal,2026-07,563-99-00-000-000-000,5,OTROS AJUSTES DE EJERCICIOS ANTERIORES,54599580,0,0,0,54599580,0,CLP,6,01_balance_comprobacion_saldos_agregado_julio_2026_area_municipal.pdf,pdftotext_layout_regex,estructura_y_totales_reconciliados
MU124-municipal-2026-07-921-01-00-000-000-000,MU124,Municipalidad de La Pintana,municipal,2026-07,921-01-00-000-000-000,9,DEBE GARANTIAS RECIBIDAS DE SERIEDAD DE LA OFERTA,161304798,0,0,0,161304798,0,CLP,6,01_balance_comprobacion_saldos_agregado_julio_2026_area_municipal.pdf,pdftotext_layout_regex,estructura_y_totales_reconciliados
MU124-municipal-2026-07-921-02-00-000-000-000,MU124,Municipalidad de La Pintana,municipal,2026-07,921-02-00-000-000-000,9,HABER RESPONSABILIDAD POR GARANTIAS RECIBIDAS DE SERIEDAD DE,0,161304798,0,0,0,161304798,CLP,6,01_balance_comprobacion_saldos_agregado_julio_2026_area_municipal.pdf,pdftotext_layout_regex,estructura_y_totales_reconciliados
MU124-municipal-2026-07-921-03-00-000-000-000,MU124,Municipalidad de La Pintana,municipal,2026-07,921-03-00-000-000-000,9,DEBE GARANTIAS RECIBIDAS DE FIEL CUMPLIMIENTO DE CONTRATO,4581452312,0,0,0,4581452312,0,CLP,6,01_balance_comprobacion_saldos_agregado_julio_2026_area_municipal.pdf,pdftotext_layout_regex,estructura_y_totales_reconciliados
MU124-municipal-2026-07-921-04-00-000-000-000,MU124,Municipalidad de La Pintana,municipal,2026-07,921-04-00-000-000-000,9,HABER RESPONSABILIDAD POR GARANTIAS RECIBIDAS DE FIEL CUMPLI,0,4581452312,0,0,0,4581452312,CLP,6,01_balance_comprobacion_saldos_agregado_julio_2026_area_municipal.pdf,pdftotext_layout_regex,estructura_y_totales_reconciliados
MU124-municipal-2026-07-923-01-00-000-000-000,MU124,Municipalidad de La Pintana,municipal,2026-07,923-01-00-000-000-000,9,DEBE –GARANTÍAS RECIBIDAS POR CONTRATOS DE CONSTRUCCIÓN,10593438342,0,0,0,10593438342,0,CLP,6,01_balance_comprobacion_saldos_agregado_julio_2026_area_municipal.pdf,pdftotext_layout_regex,estructura_y_totales_reconciliados
MU124-municipal-2026-07-923-02-00-000-000-000,MU124,Municipalidad de La Pintana,municipal,2026-07,923-02-00-000-000-000,9,HABER – RESPONSABILIDAD POR GARANTÍAS RECIBIDAS POR CONTRATO,0,10593438342,0,0,0,10593438342,CLP,6,01_balance_comprobacion_saldos_agregado_julio_2026_area_municipal.pdf,pdftotext_layout_regex,estructura_y_totales_reconciliados
